FirstTeam,SecondTeam,Date,W/L,HomeCourt
PHI,CHI,03/11/2021,W,0
HOU,SAC,03/11/2021,L,0
BOS,BKN,03/11/2021,L,0
BKN,BOS,03/11/2021,W,1
MIL,NYK,03/11/2021,W,1
NYK,MIL,03/11/2021,L,0
PHX,POR,03/11/2021,W,0
CHA,DET,03/11/2021,W,1
POR,PHX,03/11/2021,L,1
DET,CHA,03/11/2021,L,0
MIA,ORL,03/11/2021,W,1
ORL,MIA,03/11/2021,L,0
MEM,WAS,03/10/2021,W,1
WAS,MEM,03/10/2021,L,0
SAS,DAL,03/10/2021,L,0
DAL,SAS,03/10/2021,W,1
MIL,MEM,03/04/2021,W,0
MEM,MIL,03/04/2021,L,1
BOS,TOR,03/04/2021,W,1
TOR,BOS,03/04/2021,L,0
IND,DEN,03/04/2021,L,1
SAC,POR,03/04/2021,L,0
POR,SAC,03/04/2021,W,1
MIA,NOP,03/04/2021,W,0
NOP,MIA,03/04/2021,L,1
PHX,GSW,03/04/2021,W,1
GSW,PHX,03/04/2021,L,0
DEN,IND,03/04/2021,W,0
LAC,WAS,03/04/2021,L,0
OKC,SAS,03/04/2021,W,0
SAS,OKC,03/04/2021,L,1
NYK,DET,03/04/2021,W,1
DET,NYK,03/04/2021,L,0
WAS,LAC,03/04/2021,W,1
MIN,CHA,03/03/2021,L,1
OKC,DAL,03/03/2021,L,0
DAL,OKC,03/03/2021,W,1
ORL,ATL,03/03/2021,L,1
ATL,ORL,03/03/2021,W,0
POR,GSW,03/03/2021,W,1
NOP,CHI,03/03/2021,L,1
CHI,NOP,03/03/2021,W,0
GSW,POR,03/03/2021,L,0
UTA,PHI,03/03/2021,L,0
PHI,UTA,03/03/2021,W,1
LAL,SAC,03/03/2021,L,0
SAC,LAL,03/03/2021,W,1
IND,CLE,03/03/2021,W,0
CLE,IND,03/03/2021,L,1
BKN,HOU,03/03/2021,W,0
HOU,BKN,03/03/2021,L,1
DET,TOR,03/03/2021,W,0
TOR,DET,03/03/2021,L,1
CHA,MIN,03/03/2021,W,0
WAS,MEM,03/02/2021,L,1
SAS,NYK,03/02/2021,W,1
MIA,ATL,03/02/2021,L,1
ATL,MIA,03/02/2021,W,0
DEN,MIL,03/02/2021,W,0
MIL,DEN,03/02/2021,L,1
MEM,WAS,03/02/2021,W,0
NYK,SAS,03/02/2021,L,0
BOS,LAC,03/02/2021,W,1
LAC,BOS,03/02/2021,L,0
PHX,LAL,03/02/2021,W,0
LAL,PHX,03/02/2021,L,1
ORL,DAL,03/01/2021,L,1
IND,PHI,03/01/2021,L,0
SAS,BKN,03/01/2021,L,1
NOP,UTA,03/01/2021,W,1
POR,CHA,03/01/2021,W,1
BKN,SAS,03/01/2021,W,0
CHA,POR,03/01/2021,L,0
UTA,NOP,03/01/2021,L,0
CHI,DEN,03/01/2021,L,1
DEN,CHI,03/01/2021,W,0
HOU,CLE,03/01/2021,L,1
CLE,HOU,03/01/2021,W,0
DAL,ORL,03/01/2021,W,0
PHI,IND,03/01/2021,W,1
ATL,MIA,02/28/2021,L,0
MIA,ATL,02/28/2021,W,1
MIN,PHX,02/28/2021,L,1
PHX,MIN,02/28/2021,W,0
GSW,LAL,02/28/2021,L,0
WAS,BOS,02/28/2021,L,0
DET,NYK,02/28/2021,L,1
HOU,MEM,02/28/2021,L,1
MEM,HOU,02/28/2021,W,0
CHA,SAC,02/28/2021,W,0
SAC,CHA,02/28/2021,L,1
BOS,WAS,02/28/2021,W,1
LAL,GSW,02/28/2021,W,1
MIL,LAC,02/28/2021,W,1
LAC,MIL,02/28/2021,L,0
NYK,DET,02/28/2021,W,0
DEN,OKC,02/27/2021,W,0
OKC,DEN,02/27/2021,L,1
NYK,IND,02/27/2021,W,1
SAS,NOP,02/27/2021,W,1
NOP,SAS,02/27/2021,L,0
WAS,MIN,02/27/2021,W,1
PHI,CLE,02/27/2021,L,1
CLE,PHI,02/27/2021,W,0
DAL,BKN,02/27/2021,W,0
BKN,DAL,02/27/2021,L,1
MIN,WAS,02/27/2021,L,0
IND,NYK,02/27/2021,L,0
UTA,ORL,02/27/2021,W,0
ORL,UTA,02/27/2021,L,1
TOR,HOU,02/26/2021,W,1
DET,SAC,02/26/2021,L,1
SAC,DET,02/26/2021,W,0
ATL,OKC,02/26/2021,L,0
IND,BOS,02/26/2021,L,0
BOS,IND,02/26/2021,W,1
CHA,GSW,02/26/2021,L,0
LAC,MEM,02/26/2021,W,0
MEM,LAC,02/26/2021,L,1
GSW,CHA,02/26/2021,W,1
MIA,UTA,02/26/2021,W,1
UTA,MIA,02/26/2021,L,0
OKC,ATL,02/26/2021,W,1
CHI,PHX,02/26/2021,L,1
HOU,TOR,02/26/2021,L,0
LAL,POR,02/26/2021,W,1
PHX,CHI,02/26/2021,W,0
POR,LAL,02/26/2021,L,0
WAS,DEN,02/25/2021,W,0
DEN,WAS,02/25/2021,L,1
MIL,NOP,02/25/2021,W,1
NOP,MIL,02/25/2021,L,0
SAC,NYK,02/25/2021,L,0
PHI,DAL,02/25/2021,W,1
BKN,ORL,02/25/2021,W,1
ORL,BKN,02/25/2021,L,0
LAC,MEM,02/25/2021,L,0
MEM,LAC,02/25/2021,W,1
NYK,SAC,02/25/2021,W,1
DAL,PHI,02/25/2021,L,0
GSW,IND,02/24/2021,W,0
CHA,PHX,02/24/2021,W,0
PHX,CHA,02/24/2021,L,1
IND,GSW,02/24/2021,L,1
UTA,LAL,02/24/2021,W,1
NOP,DET,02/24/2021,W,1
DET,NOP,02/24/2021,L,0
MIN,CHI,02/24/2021,L,0
MIA,TOR,02/24/2021,W,1
OKC,SAS,02/24/2021,W,1
SAS,OKC,02/24/2021,L,0
TOR,MIA,02/24/2021,L,0
CHI,MIN,02/24/2021,W,1
CLE,HOU,02/24/2021,W,1
LAL,UTA,02/24/2021,L,0
HOU,CLE,02/24/2021,L,0
ATL,BOS,02/24/2021,W,1
BOS,ATL,02/24/2021,L,0
DEN,POR,02/23/2021,W,1
POR,DEN,02/23/2021,L,0
ORL,DET,02/23/2021,L,1
DET,ORL,02/23/2021,W,0
GSW,NYK,02/23/2021,W,0
NYK,GSW,02/23/2021,L,1
WAS,LAC,02/23/2021,L,0
DAL,BOS,02/23/2021,W,1
MIL,MIN,02/23/2021,W,1
MIN,MIL,02/23/2021,L,0
BOS,DAL,02/23/2021,L,0
PHI,TOR,02/23/2021,W,0
TOR,PHI,02/23/2021,L,1
SAC,BKN,02/23/2021,L,0
BKN,SAC,02/23/2021,W,1
CLE,ATL,02/23/2021,W,1
ATL,CLE,02/23/2021,L,0
LAC,WAS,02/23/2021,W,1
HOU,CHI,02/22/2021,L,1
LAL,WAS,02/22/2021,L,1
WAS,LAL,02/22/2021,W,0
POR,PHX,02/22/2021,L,0
PHX,POR,02/22/2021,W,1
CHI,HOU,02/22/2021,W,0
OKC,MIA,02/22/2021,L,1
MIA,OKC,02/22/2021,W,0
UTA,CHA,02/22/2021,W,1
CHA,UTA,02/22/2021,L,0
DAL,MEM,02/22/2021,W,1
MEM,DAL,02/22/2021,L,0
BKN,LAC,02/21/2021,W,0
OKC,CLE,02/21/2021,W,0
ORL,DET,02/21/2021,W,1
NOP,BOS,02/21/2021,W,1
BOS,NOP,02/21/2021,L,0
DET,ORL,02/21/2021,L,0
CLE,OKC,02/21/2021,L,1
MIN,NYK,02/21/2021,L,0
NYK,MIN,02/21/2021,W,1
TOR,PHI,02/21/2021,W,1
ATL,DEN,02/21/2021,W,1
MIL,SAC,02/21/2021,W,1
SAC,MIL,02/21/2021,L,0
DEN,ATL,02/21/2021,L,0
LAC,BKN,02/21/2021,L,1
PHI,TOR,02/21/2021,L,0
PHX,MEM,02/20/2021,W,0
CHI,SAC,02/20/2021,W,1
LAL,MIA,02/20/2021,L,1
MIA,LAL,02/20/2021,W,0
GSW,CHA,02/20/2021,L,0
CHA,GSW,02/20/2021,W,1
MEM,PHX,02/20/2021,L,1
SAC,CHI,02/20/2021,L,0
POR,WAS,02/20/2021,L,1
WAS,POR,02/20/2021,W,0
ORL,GSW,02/19/2021,W,1
MIL,OKC,02/19/2021,W,1
LAC,UTA,02/19/2021,W,1
CLE,DEN,02/19/2021,L,1
PHI,CHI,02/19/2021,W,1
DEN,CLE,02/19/2021,W,0
UTA,LAC,02/19/2021,L,0
DET,MEM,02/19/2021,L,0
CHI,PHI,02/19/2021,L,0
NOP,PHX,02/19/2021,L,1
PHX,NOP,02/19/2021,W,0
BOS,ATL,02/19/2021,W,1
ATL,BOS,02/19/2021,L,0
GSW,ORL,02/19/2021,L,0
MIN,TOR,02/19/2021,L,1
TOR,MIN,02/19/2021,W,0
OKC,MIL,02/19/2021,L,0
MEM,DET,02/19/2021,W,1
BKN,LAL,02/18/2021,W,0
LAL,BKN,02/18/2021,L,1
MIL,TOR,02/18/2021,L,1
TOR,MIL,02/18/2021,W,0
SAC,MIA,02/18/2021,L,1
MIA,SAC,02/18/2021,W,0
ORL,NYK,02/17/2021,W,1
NYK,ORL,02/17/2021,L,0
UTA,LAC,02/17/2021,W,0
DET,CHI,02/17/2021,L,0
IND,MIN,02/17/2021,W,0
BOS,ATL,02/17/2021,L,1
ATL,BOS,02/17/2021,W,0
MIN,IND,02/17/2021,L,1
MIA,GSW,02/17/2021,L,0
GSW,MIA,02/17/2021,W,1
NOP,POR,02/17/2021,L,1
POR,NOP,02/17/2021,W,0
OKC,MEM,02/17/2021,L,0
PHI,HOU,02/17/2021,W,1
HOU,PHI,02/17/2021,L,0
MEM,OKC,02/17/2021,W,1
CHI,DET,02/17/2021,W,1
DEN,WAS,02/17/2021,L,0
WAS,DEN,02/17/2021,W,1
LAC,UTA,02/17/2021,L,1
BOS,DEN,02/16/2021,W,1
DEN,BOS,02/16/2021,L,0
POR,OKC,02/16/2021,W,0
NOP,MEM,02/16/2021,W,0
LAL,MIN,02/16/2021,W,0
MIN,LAL,02/16/2021,L,1
TOR,MIL,02/16/2021,W,0
MIL,TOR,02/16/2021,L,1
PHX,BKN,02/16/2021,L,1
MEM,NOP,02/16/2021,L,1
BKN,PHX,02/16/2021,W,0
OKC,POR,02/16/2021,L,1
ATL,NYK,02/15/2021,L,0
NYK,ATL,02/15/2021,W,1
CHI,IND,02/15/2021,W,0
IND,CHI,02/15/2021,L,1
HOU,WAS,02/15/2021,L,0
SAC,BKN,02/15/2021,L,1
CLE,GSW,02/15/2021,L,0
BKN,SAC,02/15/2021,W,0
WAS,HOU,02/15/2021,W,1
GSW,CLE,02/15/2021,W,1
MIA,LAC,02/15/2021,L,0
LAC,MIA,02/15/2021,W,1
PHI,UTA,02/15/2021,L,0
UTA,PHI,02/15/2021,W,1
WAS,BOS,02/14/2021,W,1
BOS,WAS,02/14/2021,L,0
SAC,MEM,02/14/2021,L,1
DET,NOP,02/14/2021,W,1
MEM,SAC,02/14/2021,W,0
NOP,DET,02/14/2021,L,0
PHX,ORL,02/14/2021,W,1
ORL,PHX,02/14/2021,L,0
CLE,LAC,02/14/2021,L,0
LAC,CLE,02/14/2021,W,1
DEN,LAL,02/14/2021,W,1
LAL,DEN,02/14/2021,L,0
DAL,POR,02/14/2021,L,1
OKC,MIL,02/14/2021,W,1
MIL,OKC,02/14/2021,L,0
SAS,CHA,02/14/2021,W,0
CHA,SAS,02/14/2021,L,1
TOR,MIN,02/14/2021,L,1
MIN,TOR,02/14/2021,W,0
POR,DAL,02/14/2021,W,0
IND,ATL,02/13/2021,W,0
NYK,HOU,02/13/2021,W,1
HOU,NYK,02/13/2021,L,0
BKN,GSW,02/13/2021,W,0
GSW,BKN,02/13/2021,L,1
ATL,IND,02/13/2021,L,1
UTA,MIA,02/13/2021,W,1
MIA,UTA,02/13/2021,L,0
PHX,PHI,02/13/2021,W,1
PHI,PHX,02/13/2021,L,0
LAL,MEM,02/12/2021,W,1
CHI,LAC,02/12/2021,L,1
WAS,NYK,02/12/2021,L,1
NYK,WAS,02/12/2021,W,0
CLE,POR,02/12/2021,L,0
MEM,LAL,02/12/2021,L,0
LAC,CHI,02/12/2021,W,0
MIN,CHA,02/12/2021,L,0
CHA,MIN,02/12/2021,W,1
ATL,SAS,02/12/2021,L,1
SAS,ATL,02/12/2021,W,0
SAC,ORL,02/12/2021,L,1
ORL,SAC,02/12/2021,W,0
OKC,DEN,02/12/2021,L,0
DAL,NOP,02/12/2021,W,1
NOP,DAL,02/12/2021,L,0
DEN,OKC,02/12/2021,W,1
DET,BOS,02/12/2021,W,0
BOS,DET,02/12/2021,L,1
UTA,MIL,02/12/2021,W,1
POR,CLE,02/12/2021,W,1
MIL,UTA,02/12/2021,L,0
MIA,HOU,02/11/2021,W,0
HOU,MIA,02/11/2021,L,1
DET,IND,02/11/2021,L,1
IND,DET,02/11/2021,W,0
POR,PHI,02/11/2021,W,1
GSW,ORL,02/11/2021,W,1
ORL,GSW,02/11/2021,L,0
BOS,TOR,02/11/2021,W,1
TOR,BOS,02/11/2021,L,0
PHI,POR,02/11/2021,L,0
TOR,WAS,02/10/2021,W,0
WAS,TOR,02/10/2021,L,1
MIL,PHX,02/10/2021,L,0
PHX,MIL,02/10/2021,W,1
MEM,CHA,02/10/2021,W,1
NOP,CHI,02/10/2021,L,0
CHI,NOP,02/10/2021,W,1
LAL,OKC,02/10/2021,W,1
OKC,LAL,02/10/2021,L,0
DEN,CLE,02/10/2021,W,1
LAC,MIN,02/10/2021,W,0
BKN,IND,02/10/2021,W,1
IND,BKN,02/10/2021,L,0
ATL,DAL,02/10/2021,L,0
DAL,ATL,02/10/2021,W,1
CHA,MEM,02/10/2021,L,0
MIN,LAC,02/10/2021,L,1
CLE,DEN,02/10/2021,L,0
GSW,SAS,02/09/2021,W,0
SAS,GSW,02/09/2021,L,1
UTA,BOS,02/09/2021,W,1
NYK,MIA,02/09/2021,L,0
NOP,HOU,02/09/2021,W,1
BOS,UTA,02/09/2021,L,0
HOU,NOP,02/09/2021,L,0
BKN,DET,02/09/2021,L,0
DET,BKN,02/09/2021,W,1
ORL,POR,02/09/2021,L,0
POR,ORL,02/09/2021,W,1
MIA,NYK,02/09/2021,W,1
SAC,PHI,02/09/2021,L,1
PHI,SAC,02/09/2021,W,0
LAL,OKC,02/08/2021,W,1
CHI,WAS,02/08/2021,L,1
MIL,DEN,02/08/2021,W,0
HOU,CHA,02/08/2021,L,0
CHA,HOU,02/08/2021,W,1
DEN,MIL,02/08/2021,L,1
MIN,DAL,02/08/2021,L,0
OKC,LAL,02/08/2021,L,0
PHX,CLE,02/08/2021,W,1
CLE,PHX,02/08/2021,L,0
SAS,GSW,02/08/2021,W,1
GSW,SAS,02/08/2021,L,0
DAL,MIN,02/08/2021,W,1
TOR,MEM,02/08/2021,W,0
MEM,TOR,02/08/2021,L,1
WAS,CHI,02/08/2021,W,0
BOS,PHX,02/07/2021,L,0
SAC,LAC,02/07/2021,W,0
IND,UTA,02/07/2021,L,1
MIA,NYK,02/07/2021,W,0
NYK,MIA,02/07/2021,L,1
UTA,IND,02/07/2021,W,0
CHA,WAS,02/07/2021,W,1
WAS,CHA,02/07/2021,L,0
LAC,SAC,02/07/2021,L,1
PHX,BOS,02/07/2021,W,1
ATL,TOR,02/06/2021,W,1
MEM,NOP,02/06/2021,L,0
PHI,BKN,02/06/2021,W,1
BKN,PHI,02/06/2021,L,0
POR,NYK,02/06/2021,L,0
CLE,MIL,02/06/2021,L,1
NYK,POR,02/06/2021,W,1
ORL,CHI,02/06/2021,L,1
DEN,SAC,02/06/2021,L,0
TOR,ATL,02/06/2021,L,0
SAC,DEN,02/06/2021,W,1
CHI,ORL,02/06/2021,W,0
MIL,CLE,02/06/2021,W,0
HOU,SAS,02/06/2021,L,1
SAS,HOU,02/06/2021,W,0
DAL,GSW,02/06/2021,W,1
GSW,DAL,02/06/2021,L,0
NOP,MEM,02/06/2021,W,1
OKC,MIN,02/06/2021,W,1
LAL,DET,02/06/2021,W,1
DET,LAL,02/06/2021,L,0
MIN,OKC,02/06/2021,L,0
IND,NOP,02/05/2021,L,1
DET,PHX,02/05/2021,L,0
NOP,IND,02/05/2021,W,0
BKN,TOR,02/05/2021,L,1
TOR,BKN,02/05/2021,W,0
BOS,LAC,02/05/2021,W,0
LAC,BOS,02/05/2021,L,1
MIL,CLE,02/05/2021,W,0
ORL,CHI,02/05/2021,W,1
CLE,MIL,02/05/2021,L,1
PHX,DET,02/05/2021,W,1
CHI,ORL,02/05/2021,L,0
UTA,CHA,02/05/2021,W,0
CHA,UTA,02/05/2021,L,1
MIA,WAS,02/05/2021,W,1
WAS,MIA,02/05/2021,L,0
MIN,OKC,02/05/2021,W,0
OKC,MIN,02/05/2021,L,1
UTA,ATL,02/04/2021,W,0
LAL,DEN,02/04/2021,W,1
POR,PHI,02/04/2021,W,0
PHI,POR,02/04/2021,L,1
DEN,LAL,02/04/2021,L,0
ATL,UTA,02/04/2021,L,1
MEM,HOU,02/04/2021,L,1
HOU,MEM,02/04/2021,W,0
DAL,GSW,02/04/2021,L,1
GSW,DAL,02/04/2021,W,0
PHX,NOP,02/03/2021,L,0
SAC,BOS,02/03/2021,W,1
BOS,SAC,02/03/2021,L,0
NOP,PHX,02/03/2021,W,1
MIN,SAS,02/03/2021,L,0
SAS,MIN,02/03/2021,W,1
NYK,CHI,02/03/2021,W,0
CHI,NYK,02/03/2021,L,1
IND,MIL,02/03/2021,L,0
HOU,OKC,02/03/2021,L,0
MIA,WAS,02/03/2021,L,1
CLE,LAC,02/03/2021,L,1
LAC,CLE,02/03/2021,W,0
WAS,MIA,02/03/2021,W,0
OKC,HOU,02/03/2021,W,1
CHA,PHI,02/03/2021,L,1
PHI,CHA,02/03/2021,W,0
MIL,IND,02/03/2021,W,1
DAL,ATL,02/03/2021,W,0
ATL,DAL,02/03/2021,L,1
GSW,BOS,02/02/2021,L,1
BOS,GSW,02/02/2021,W,0
ORL,TOR,02/02/2021,L,1
LAC,BKN,02/02/2021,L,0
DET,UTA,02/02/2021,L,0
UTA,DET,02/02/2021,W,1
POR,WAS,02/02/2021,W,0
WAS,POR,02/02/2021,L,1
TOR,ORL,02/02/2021,W,0
MEM,IND,02/02/2021,L,0
IND,MEM,02/02/2021,W,1
BKN,LAC,02/02/2021,W,1
MIN,CLE,02/01/2021,L,0
CLE,MIN,02/01/2021,W,1
SAS,MEM,02/01/2021,L,1
MEM,SAS,02/01/2021,W,0
HOU,OKC,02/01/2021,W,0
POR,MIL,02/01/2021,L,0
MIL,POR,02/01/2021,W,1
NYK,CHI,02/01/2021,L,0
SAC,NOP,02/01/2021,W,0
NOP,SAC,02/01/2021,L,1
LAL,ATL,02/01/2021,W,0
ATL,LAL,02/01/2021,L,1
CHI,NYK,02/01/2021,W,1
PHX,DAL,02/01/2021,W,0
DAL,PHX,02/01/2021,L,1
MIA,CHA,02/01/2021,L,1
CHA,MIA,02/01/2021,W,0
OKC,HOU,02/01/2021,L,1
DEN,UTA,01/31/2021,W,1
IND,PHI,01/31/2021,L,1
ORL,TOR,01/31/2021,L,0
TOR,ORL,01/31/2021,W,1
PHI,IND,01/31/2021,W,0
CLE,MIN,01/31/2021,L,0
MIN,CLE,01/31/2021,W,1
LAC,NYK,01/31/2021,W,0
NYK,LAC,01/31/2021,L,1
WAS,BKN,01/31/2021,W,1
BKN,WAS,01/31/2021,L,0
UTA,DEN,01/31/2021,L,0
PHX,DAL,01/30/2021,W,0
MIA,SAC,01/30/2021,W,1
SAC,MIA,01/30/2021,L,0
CHI,POR,01/30/2021,L,1
MIL,CHA,01/30/2021,L,0
DAL,PHX,01/30/2021,L,1
POR,CHI,01/30/2021,W,0
CHA,MIL,01/30/2021,W,1
BOS,LAL,01/30/2021,L,1
LAL,BOS,01/30/2021,W,0
SAS,MEM,01/30/2021,L,1
MEM,SAS,01/30/2021,W,0
NOP,HOU,01/30/2021,L,1
HOU,NOP,01/30/2021,W,0
GSW,DET,01/30/2021,W,1
DET,GSW,01/30/2021,L,0
WAS,ATL,01/29/2021,L,1
MIN,PHI,01/29/2021,L,1
DAL,UTA,01/29/2021,L,0
PHI,MIN,01/29/2021,W,0
NOP,MIL,01/29/2021,W,1
CLE,NYK,01/29/2021,L,0
NYK,CLE,01/29/2021,W,1
ORL,LAC,01/29/2021,L,1
UTA,DAL,01/29/2021,W,1
